OBSRVTN_NB,DATETIME_DTM,PNT_NM,QUALIFIER_TXT,PNT_ATRISKNOTES_TX,PNT_ATRISKFOLWUPNTS_TX
380595,8/8/2023 8:50,Complete job briefing given (Forestry),"All members of team present, Communicate understanding of tasks, Other - Job Briefing, Specific risks - hazards identified","7 crew members on site but only 4 listed in task designation area. Asked crew to fix and then they only had 6 on sheet. Asked to fix again and they got 7th member on sheet. [NAME] hive on site but not listed on job briefing. [NAME] said it was because he was told they had already been sprayed. Bees were still active and had to be sprayed again several times that morning. [NAME] line - it should have been noted on the briefing. Also, large widow maker in tree above work area was not listed, but crew was aware.",
484175,8/6/2024 12:16,Personal Safety (Forestry),"Eyes on task, Hazard recognition, Other - Personal Safety",foreman utilized remove to move byb while riding on the byb platform. foreman went up in bucket before safety strap was attached to bucket.,
384261,8/18/2023 10:03,PPE,"Cut resistant gloves, Safety glasses adequate",Coached newer employees on the importance of wearing proper PPE when loading and unloading material on trucks.,
304124,12/12/2022 15:30,Equipment Operations near Energized Lines,"Documented planning meeting for working within Trigger Distances, Induced Voltage has been considered",Kwest was in the process of performing work near an unknown energized line running into the control house.,"The crew was stopped and a trigger distance form was completed with help from [NAME] [NAME], to have a conversation about the electrical hazard."
378582,7/30/2023 15:00,Correct work area traffic control,Appropriate signs out,Coached that sighns should be out if crew is parked beside road awaiting orders. [NAME] traffic area and vests were worn outside of vehicle.,
490694,8/27/2024 7:35,Backing safety (Forestry),"Back up observer, Other - Backing safety",operator backed truck without spotter about 10 ft to make turn out of drive. told crew they needed spotter when backing.,
21334,2/18/2020 13:58,All applicable work procedures are followed,SDS and label information available,Break cleaner solvent purchased by crew not in the AEP SDS system. No paper copy on - site. Informed individual on the proper steps to get a new product approved. AEP - [NAME] Communication Policy,
462324,5/15/2024 8:30,Housekeeping in order,"Cleanliness, Trash, tools, equipment secured on vehicle",Employee drives a single cab vehicle. Housekeeping was needed in order for me to ride. Employee took the opportunity to move items to a more permanent location.,
496514,9/20/2024 10:40,Workplace Conditions Addressed (Forestry),Other - Workplace Conditions,[NAME] stobs needed to be cut lower to the ground at the edge of the customers property. Stobs were cut at an angle that made them sharp. [NAME] did cut them down before the observation was over.,
396494,9/23/2023 10:07,Equipment - Tools &Equipment,"Inspected Daily, Satisfactory Condition",As inspecting rigging straps bobcat and myself notice red strap had 2 cuts. We advice certified service not to use it because they had incident already relating to broken strap. They seem to be in a hurry and very complacent they need to start adapting to our AEP culture.,
35002,5/21/2020 10:00,Personal Safety,"Line of fire, Proper lifting, lowering and carrying",pole and cross arm pieces dropped from the aerial device. Employee did look before airmailing material but this is a bad practice.,
328266,3/1/2023 11:15,Workplace Conditions Addressed,"Mud, Other - Workplace Conditions",Very wet conditions. Mats floating and overlapping on top one another. Mention observation to foreman to alert crew of hazard when driving on mats. Environmental contractor to repair dislocated mats on ROW.,
154209,3/28/2019 13:30,"Live line tools, inspection, etc.","Other - Live line tools, Proper condition / clean, Proper storage","[NAME] hot sticks are stored inside the workshop that are tagged out using red hold cards. These cards are not to be used for this purpose. [NAME] information tags are to be used for this. [NAME] hold tags are to be used for equipment only and under direction of dispatch authority. Additionally, these live line tools are completely blocking access to a fire extinguisher.",
470378,6/14/2024 7:08,"What tools, material, and equipment am I using that have the capability of decreasing my distance to MAD?",Provide Details on At-Risk Conditions in Notes Section,Team identified that even during job discussion if you confirm you are out of MAD the utilization of tools ( using a large impact tool ) instead of smaller hand tools could cause encroachment of MAD and needs to be discussed in the detail of the Safer every day. [NAME] topic to stress with our teams. In this case they identified it after the job but were not with in mAD with their method of work for the day.,
269587,8/23/2022 8:08,JSHA Hazards,JSHA identifies control measures to mitigate hazards,Neutral cable was not clearly seen. Inspector thought it was re - wrapped to feed an business. The foreman was not sure. Recommend assessment of neutral cable.,
110009,6/4/2021 11:01,All applicable work procedures are followed,Other - Procedures,THIS CREW DID NOT HAVE EVERYTHING THEY NEEDED TO COMPLETE JOB AND HAD TO STOP UNTIL ALL MATERIALS NEEDED WERE ACQUIRED. I SPOKE WITH FOREMAN ABOUT STUDYING THE JOB MORE THOROUGHLY PRIOR TO GETTING STARTED TO MAKE SURE EVERYTHING WAS IN ORDER. HE AGREED AND COMMITTED TO BEING MORE PREPARED.,
431996,1/29/2024 16:38,THA,"Signed by all parties on-site, THA lists step- by-step plan","THA did not include installing bolt and anchor cages. [NAME] crew did not sign Hiwesco THA for drilling operations, and Hiwesco crew did not sign [NAME] THA for drilling operations. The same tasks were identified but not documented as a group.",Ensure crew members sign on to THA specific to the task they are performing so everyone is aware of their individual roles and hazards of the group task.
159011,5/8/2019 11:00,Equipment used properly within load and operating tolerances,Condition,"10' back on the load line found to have significant wear. Discussed inspection, and removal critetria with the crew. Flipping load line ends.",
376736,7/26/2023 11:00,Correct work area traffic control,"Appropriate number of signs out, Appropriate signs out, Signs out",Cones were set out but no work ahead signs. Even on very low volume traffic motorist should be warned.,
167735,9/7/2021 9:30,PPE,Safety glasses adequate,[NAME] members safety glasses were broken and unusable. I supplied the employee with a new pair of safety glasses and coached employee on inspecting PPE before heading to any job.,
239002,4/21/2022 14:04,Personal Safety,Line of fire,Employee attempted to pull the ground wire while workers were directly above working. Stopped and coached!,
455726,4/23/2024 9:10,THA,"Hazards and Mitigation Controls Identified, Hazards and mitigation controls identified (THA)",[NAME] utilized generic terms when filling out THA. Discussed focus 40 and the importance of writing out each hazard,
383585,8/17/2023 14:51,Backing safety,"Back up observer, Park to prevent backing",When it was time to move to another location on of the flagging persons backed their truck up and left. There were a few people still their that couldve helped if known and asked.,
488192,8/22/2024 9:48,Complete job briefing given (Forestry),All members of team present,3 Employees had not signed the job briefing. The employees stopped work and signed the job briefing. The crew stated they had participated in the job briefing but they forgot to sign.,
277100,9/15/2022 14:38,Loading/Unloading Procedures,"Load secured, Procedures in place, Steel Pole Handling guidelines are followed",[NAME] member attempted to off load a multi tier load without keeping the bottom tiers strapped and secured to the trailer. Job was immediately stopped and a discussion was had as to why the remaining tiers needed to be strapped / secured during the off load.,Straps were put into place during the off load of the top tier. Contractor then removed the straps on the second tier and proceeded to off load. Same was done for the third tier.
38706,6/16/2020 10:45,Complete job briefing given,Rebrief,"Discussion of re brief following a decision to use a chainsaw. [NAME] talked about the change, just need to add it to the job briefing.",
67976,12/7/2020 13:20,PPE (Forestry),"Hard hat adequate, Safety glasses adequate",Upon arrival crews were filling out job briefing and foreman did not have hard hat on and was wearing prescription glasses with side shields. When asked if the glasses were safety rated he said he had another pair of safety glasses to put over them.,Regional supervisor and fill in GF showed up on site and was informed.
445011,3/13/2024 20:05,Complete job briefing given,Other - Job Briefing,I wasn't informed of a job briefing by the team performing the bearing replacement within low side breaker 113A nor was I approached by the team performing switching. This was discussed with the teams.,
86575,3/16/2021 9:30,Barricades around truck when required,Respect barricade,NorthStar foreman was crossing barricade to check hydraulic pressure gages on pay off reel during wire pulling,
430841,1/25/2024 17:17,Equipment Operations,Other - Equipment - Motion,[NAME] was installing matting in the ROW. They had a side by side used for carrying tools in and out due to muddy conditions. The two guys in the side by side were driving outside of our easement in the mud leaving tracks.,[NAME] was notified that this is not acceptable and being that its muddy the tracks are clearly on the outside of our easement.
166844,8/27/2019 8:00,Fire extinguisher inspection up to date and was set off when required,Inspection up to date,3 fire extinguisher were past the annual inspection date. One extinguisher was within date but was stored away in the on - site container.,
247588,6/7/2022 10:44,Suspended Load/Overhead Work,"Drop zones adequately barricaded, Employees protected from overhead loads",Contractor had one large drop zone barricade to include two aerial lifts one welder welding A frames and one aerial removing the crating around insulators. Observed also standing inside the drop zone.,Recommended that the contractor include a shorter drop zone barricade around the stationary aerial lift for the welder. Per the terms and conditions Qualified observer should not be inside the drop zone.
459051,4/22/2024 14:42,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards",I was alerted that there was an exposed box on the floor in a walkway. I put a cone over the box until it could be removed.,
298936,11/23/2022 14:05,PPE (Forestry),"Hearing protection adequate, Safety glasses adequate, Side Shields adequate",* Two sawyers were observed not wearing hearing protection - addressed to GF * Employee observed not wearing safety glasses while performing sawing activities - addressed to GF * Employee observed not wearing approved safety glasses at time of observation - employee was observed wearing non - safety glass style safety glasses without side shields - addressed to GF,
102667,5/6/2021 8:40,Crew audit items (Forestry),Manpower utilization,[NAME] did not get to the first job site of the day from the morning show up until 8: 40am. Called CN [NAME] that is over these crews and talked to GF. [NAME] said they had to stop at bathroom because their stomach hurt.,
457046,4/26/2024 11:11,2) Were you presented the job briefing on arrival?,[Notes Required for At-Risk Conditions],I walked up to the cones around the job and eventually asked for the job briefing. I was told that it was kept up at the truck and then we proceeded to the truck.,
127453,7/26/2021 9:10,Workplace Conditions Addressed,High traffic area vehicle/pedestrians,I mentioned to the crew that there was a lot of big trucks moving around this area and to be careful.,
214516,2/9/2022 10:35,Vehicle Set-up Correct,Micro brake/parking brake set,No secondary device used for parked vehicle. Talked with employee and he made a correction immediately.,
324190,2/24/2023 11:53,Housekeeping in order,Tripping Hazards - Closed doors,"Doors was open on trucks, reminded LCS doors need to be closed after getting something off the truck.",
471115,6/12/2024 12:25,Equipment - Setup &Inspection,"Equipment set up on level terrain, tires chocked, outriggers fully extended and set on pads - Mechanical",[NAME] crew was using mini excavator bucket to transport a bag of rocks down a hill to use around hand hole. [NAME] area was tight and access was limited. [NAME] of hill was sandy and excavator was above crew holding bag open in order for crew to shovel out rock. Informed inspector and stopped crew. Discussed with foreman that personnel should not be placed below mini excavator in the event of a rollover and that they should not be under bucket. A new plan was made to access area.,
63066,11/3/2020 7:11,Workplace Conditions Addressed,High traffic area vehicle/pedestrians,2 employees not wearing reflective vest in high traffic pole / material sections of staging area. Discussed importance of being seen and corrected at site,
45044,7/22/2020 11:30,Housekeeping in order,"Cleanliness, Tripping Hazards - Closed doors",THERE WAS A LOT OF DEBRIS FROM OLD POLES AND HARDWARE LYING AROUND POLES. I SPOKE WITH CREW ABOUT PLACING THE OLD MATERIAL IN A PLACE WHERE IT WOULD NOT INTERFERE WITH THERE JOB. THEY COMPLIED.,
26054,3/10/2020 9:00,Fire extinguisher inspection up to date and was set off when required,Inspection up to date,"found 1 fire extinguisher not inspected, notified employee and fire extinguisher was properly inspected",
271912,8/30/2022 1:37,Walking and Working areas,Other - Walking and Working areas,There was an unprotected hole on the ground outside the barricade area about 14 inch diameter and 8 inches deep.,Notified supervisor and he backfilled and addressed the area.
3911,2/15/2019 13:00,Tools and equipment used correctly (Forestry),"Guards used, Other - Tools and equipment","Pole pruners stored with cutting head out, would like to see cutting head stored head first to prevent hand and fingers from getting cut. Saw and grease stored with climbing gear and ropes. No covers on gaffs, which were also stored with climbing gear and ropes.",
9475,8/20/2019 9:30,Workplace Conditions Addressed (Forestry),Steep terrain,"Bucket truck was setup by drainage ditch and outrigger was close to the edge, this potential hazard was not mentioed on the job briefing. Talked to foreperson about this.",
178837,10/11/2021 14:24,Continuous Improvement,Other or I have an idea to improve this work (list in comments),Improve communication and visual management but tagging breakers that were to be left in the off position while investigating water leak issue.,
139335,10/10/2019 12:30,Proper usage of pole jack,"Procedure being followed, work stopped",[NAME] had no pole puller on truck and in planning the days work failed to recognize that sub station didnt want poles left in yard,
443306,3/6/2024 9:20,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.",Awareness of environment,Employee was in the process of pulling out a new span of 4 / 0 conductor facing the reel while walking backwards. Employee slipped and lost balance momentary when stepping on material placed out for the job that was in the travel path. STF hazard,
441966,3/4/2024 12:00,Correct work area traffic control,Cones compliant,[NAME] had cones out but i asked them to put a few more out due to neighborhood traffic and tight streets.,
473984,6/26/2024 7:00,Personal Safety,Posture and positioning,"SE had to lean a good distance out away from his body while on ladder to attached a ground conductor to the regulator termination. Even though this wasn't unsafe, there is an option of relocating the ladder so SE wouldn't have to reach as far. I suggested re - positioning the ladder to the NE, and will communicate with SE's. The SE was almost complete with terminating the ground by the time we discussed re - locating the ladder.",
303242,12/9/2022 9:15,PPE (Forestry),"Hearing protection adequate, Other - PPE",[NAME] employee not wearing hearing protection while chipping. Stated had forgotten them and subsequently obtained a pair from truck. Same employee wearing boots without toe protection. Stated his safety boots were soaked from recent rains.,
25189,3/5/2020 9:01,Opportunities To be More Effective,Work-site Housekeeping,"THE AEP AUTHORIZED EMPLOYEE WAS WONDERING ABOUT EQUIPMENT SET UP, AFTER A TAG WAS REMOVED. THEY COULD HAVE CALLED THE CR AND RECEIVED BETTER DIRECTION, THAN "" "" ASSUMING "" "" WHAT SET UP WOULD BE. THIS WOULD HAVE SAVED A STEP. WE ALSO FOUND EQUIPMENT GUARDING REMOVED ON VAC BELT "" "" A "" "". I NOTIFIED MAINTENANCE.",
436882,2/12/2024 14:11,Traffic Controllers / Flaggers Placements,Proper number of flaggers to perform operation,One flagged had left sick for the day. This was a very low volume rural road so the one flagger was staged in middle of work zone to flag alone,
396320,7/31/2023 9:00,A Pre-Job Briefing was conducted at the start of the shift and whenever there were significant changes in the Job Scope,[Notes Required for At-Risk Conditions],"The [NAME] should have completed the Job Safer form before preparing to complete any work. However, the SAFER form was being filled out as the crew was getting ready to perform the work. We had a great discussion about making the job safer form the priority to complete first, before any work ( even work prep, getting tools, etc. ) is completed.","The crew found that there was an issue with the mobile, fluid leak in the trailer system. This was not work that they expected. We asked them to stop the work prep that they were doing and to stop and complete the SAFER form for this new condition. This became a good conversation with the crew about the importance of always having a SAFER form and updating it as necessary."
434180,2/6/2024 11:59,PPE - Workforce,AEP Required (Standard),"[NAME] to reiterate, the need for proper safety glasses with a side shield. [NAME] will need to get side shields for his prescription glasses.",
65883,11/20/2020 9:15,Aerial Devices - Procedures,Did the crew have 2 wheel chocks down?,2 - wheel chocks needed when operating bucket truck. Had one out fixed and crew understood importance.,
407447,10/27/2023 14:28,Crane Set-up Properly,Other - Crane Set-up Properly,"Recommended the crew finish the warning barricade for the crane, particularly as it was just behind a private residence. [NAME] was not in use at the time but it was running with 2 crew members beside it.",
229013,4/12/2022 9:12,Opportunities To be More Effective,Hazard Mitigation,"by taking your time during job task, an raising your awarness an removing hazards it should make your job feel safeler to do",
396854,8/15/2023 13:40,Correct PIPE,Worn when required,LCS did not have his class 0 gloves on while handling duplex that was connected to a primary structure. The LCS was walking and handing the end of the duplex to the other bucket worker. I stopped the LCS and asked him to put his class 0's on to protect himself and to be compliant with our safety rules.,
460535,5/6/2024 11:11,Tools and equipment used correctly,Guards used,Coached employee on using the gaff guards while carrying there hooks to and from the pole to prevent accidently stabbing themselves if they tripped.,
263837,8/1/2022 15:37,Complete job briefing given (Forestry),"Other / Job Briefing, Specific risks - hazards identified, Work procedures reviewed","[NAME] never greeted me with JB, had to pass through work site to read JB on my own. [NAME] JB was incomplete. [NAME] left several boxes unchecked in regards to specific hazards associated with tasks being performed.",
115556,6/24/2021 10:39,Complete job briefing given,Job briefing conducted and documented,Most of job briefing was incomplete and I spoke with employee and he said he had filled it out. Might have been an issue with his Ipad.,
481311,7/26/2024 9:40,Barricades around truck when required,"Other - Barricades, Used when required",Lineman took cover up with him. QO was not ready. Lineman started to cover primary. Shut guys down for a minute. No barricades installed around buckets nor QO engaged. Had discussion and made corrections.,
427824,1/10/2024 8:00,Defensive driving,Maintain 4 second following distance,"It is very hard to maintain a 4 second following distance in [NAME] rush hour, but I did remind the driver of the importance of that space cushion.",
374856,7/18/2023 11:30,Aerial Devices - Procedures,Was a drop zone established?,foreman began trimming before drop zone was established. RSS stopped the trimmer aloft until drop zone cones could be placed.,
374474,7/13/2023 17:45,Housekeeping.,Other - Housekeeping:,[NAME] on site building access roads. [NAME] have pallets and the wrap from the filter sock laying along the access roads. Multiple pallets.,Talked with Superintendent and foreman and have instructed them find a common place for larger trash to have in one area. Lots of traffic ( construction ) moving in and out. Needs to be controlled better.
350437,5/12/2023 12:38,Walking and Working areas,Other - Walking and Working areas,"During my site visit today. I found these ground tails at various locations that expose workers to tripping and fall hazards. These should have hazard cones placed over them to warn workers of the hazard or at least the area should be barricaded to restrict workers from entering the area. I spoke with the TCR about having the contractor address this issue. Also, a concern is not more than 25 feet away the contractors crew is installing new trench box sections so this area is very close to where the contractors crew is working today.",
483957,8/5/2024 16:00,Equipment Operations near Energized Lines,"Barricades present to prevent incidental step and/or touch potential, Equipment grounded","The ground cable on the vac truck was in poor condition, altered, and appeared to be home made. No barricade was present for step touch potential around the vac truck. T & C 10. 4. 3. 1 - Equipment grounded / T & C 10. 4. 3 - Barricades present to prevent incidental step and / or touch potential","Upon showing the issue to [NAME], he had a team member add a proper ground cable to the truck and properly set the ground rod. The crew corrected the barricade upon my request."
118492,7/1/2021 19:27,FR Clothing,FR clothing sleeves down,Employee had sleeves rolled up because of the heat while checking voltage in meter box. Advised of arc flash hazard,
473253,6/24/2024 15:00,Excavation or Trench,"Barricaded as necessary, Proper access and egress, Spoils and equipment at least 2' from the edge of excavation",Excavations were not properly barricaded. Workers were working in excavation without proper access and egress. Spoils were not two feet from the excavation.,TCR and Safety Advisor coached foreman. [NAME] barricades were posted. Workers got out of excavation. Access and egress was made by benching for workers. Spoils were pulled back as required.
468071,6/3/2024 9:40,PPE,Other - PPE,Wasn't wearing a hard hat while performing work under overhead work being performed. S & H manual G4 1. 19,
450519,4/1/2024 13:05,Tree Felling - Job Briefing,Were hazards identified?,A maple which had four co - dominant leads that were approximately 4 - 6 dbh x 25 in height were not removed out of the path the black pine being removed. By not creating a clear path of fall the tips broke out and were not controlled during the felling process. A conversation with the GF and crew members was had to ensure potential flying debris was eliminated to ensure personnel and hardware remained out of the line of fire.,
244611,6/1/2022 11:15,A chainsaw shall not be used above shoulder height unless the employer demonstrates that a greater hazard is posed by operating the chainsaw that way in that particular situation? (Observe and Ask),[Notes Required for At-Risk Conditions],Asplundh crew answered correctly based on their company policy of never using saw above shoulder height with no exceptions,
246829,6/9/2022 6:49,PPE - Workforce,Other - PPE Workforce,[NAME] stars not being used when receiving the rope from the helicopter ( OSHA 1926. 551 ( e ) ( 1 ) ). Discussed with [NAME] safety team and suggested the crew members wear chin straps during the next pull.,
21814,2/22/2020 9:30,Appropriate work area traffic control (Forestry),"Cones compliant, Tapers and buffers compliant","[NAME] did not have any cones around truck and chipper when I arrived, crew set them out when addressed.",
437224,2/16/2024 13:45,PPE,Safety glasses adequate,"Neither Flagger was wearing Safety Glasses when I arrived at the work site. I talked to the Lead Flagger and he said that he didnt have any Safety Glasses, so I gave him a pair. Then a few minutes later, he came back over to me and asked for another pair of Safety Glasses for his partner, as he did not have any Safety Glasses either. I provided coaching on how important it is to have all of your PPE available when you come to work for AEP / I & M. After the Observation was completed, I called Give Em a [NAME] Management and provided some feedback about neither of the Flaggers having any Safety Glasses on / or available at the [NAME] Site. I was told that they would provide some additional coaching to this [NAME].",
353063,5/17/2023 8:20,Complete job briefing given,Other - Job Briefing,No job briefing was created. Requested the employees to perform a job briefing and emphasized all work sites are different and require a job briefing.,
312958,1/5/2023 13:10,Complete job briefing given,Job briefing conducted and documented,No flagger at any time is to involve themselves with the line crew work. They are not qualified electrical trained personnel. Flaggers must not be in their work area while line crews are working nor complete any line crew paperwork. Flaggers are only to be briefed on the line job briefing and sign it.,Informed contract support safer manager flagger completed line crew job briefing.
265259,8/1/2022 14:10,"Can the employee identify the 4 reactive forces of the chainsaw in relation to the different areas of the guide bar? (Push, pull, kickback, attack)",[Notes Required for At-Risk Conditions],No one was able to identify the 4 forces of the guide bar. [NAME] were coached on the forces / quadrants.,
473545,6/24/2024 14:40,PPE (Forestry),Hearing protection adequate,[NAME] member was cutting brush without hearing protection. [NAME] didn't have extras on the truck so GF was contacted and he brought them some.,
264829,8/2/2022 14:56,Equipment Operations,Substation drive paths delineated with safe travel and working distances,Contractor does not have adequate barricading to identify drive paths through the station. Discussed this with the Contractor Site Safety.,"Recommended that the contractor have drive paths through the station. Contractor is concerned that using plastic barricaded would create housekeeping issues, I recommended that using high visibility cones or candlestick cones would meet the requirement to identify the drive path."
200413,12/28/2021 9:02,Complete job briefing given,Specific risks / hazards identified,Informed Servicer that a verbal job briefing was not adequate with the contractors. [NAME] agreed and said he would fill out a safer form to review it once again.,
447033,3/5/2024 12:22,Equipment Operations,"Designated Spotter as needed (maintaining adequate clearance), Radio communication in place as necessary, Safe work distance maintained to structures, equipment, and overhead hazards",Operator of bucket truck did not communicate and verify that observers were in position prior to moving the boom and the energized line was contacted. Spoke with the operator and advised that communication methods need to be utilized while working near energized lines.,
401995,10/9/2023 15:11,Equipment Operations near Energized Lines,Equipment grounded,Employee was using a man lift to work on switch without having the equipment grounded. [NAME] was notified and he corrected the issue.,
452896,4/10/2024 12:10,PPE,Safety glasses adequate,One Flagger was coached for not having Safety Glasses on. [NAME] got some out of the truck and put on.,
17103,5/13/2020 13:53,Personal Safety (Forestry),"Eyes on task, Hazard recognition, Other - Personal Safety",I observe two men get into thee bucket truck bins while the boom knuckle was in close proximity to the powerlines and comm wires.,
498462,9/30/2024 11:20,Work Safety Health Plan (WSHP),Other - Work Safety Health Plan (WSHP) readily available,Upon reviewing documentation it was found on WSHP that the Addendum ( A ) didnt have all the personnel listed on site. I spoke with the Vantage superintendent and we were able to contact NHPL management team to have the Addendum ( A ) updated with all onsite personnel.,
379447,7/31/2023 14:00,Walking and Working areas,Free of trash or debris,Trenwa was being installed out of normal sequence due to being received late. The crew was working around all the previously install electrical equipment and foundations. This made the work areas tight. [NAME] effort was required to remove obstacles as work progressed.,
331111,3/17/2023 12:00,Personal Fall Arrest System,Employee tied-off,Employee working over a drilled excavation more than 30 inches in diameter without fall protection. General foreman notified. Employee barricaded the excavation to make it safe.,
360633,6/5/2023 21:27,Welding Operations,Other - Welding Operations,"The task was welding bridge sections together. The contractor had not started yet, but was unaware that a hot work permit would be required.",I recommended completing a hot work permit before welding begins.
44151,7/21/2020 11:33,Self checking - STAR,Pause before performing task,[NAME] did not notice there was not a fire extinguisher nor rubber gloves placed out befor going in primary zone,
497155,9/24/2024 9:15,PPE (Forestry),Work gloves adequate,"crew member was spraying stumps with regular gloves not the long chemical resistant gloves, stopped crew member and discussed him and GF",
441072,2/21/2024 9:36,Proper hand placement and body positioning,Employees maintaining proper body positioning,"Observed employee jumping across an open trench approximately 2. 5 - 3 feet across. Trench has standing water and the sides of the trench are saturated. Ground could be unstable and cause a slip, trip or fall hazard, or potentially a sprain / strain when jumping across. Spoke with the employee and recommended staying outside of the barricaded trench when work is not being performed in that area and walking around the barricade.",
174290,9/27/2021 15:26,Grinder Control Procedures,"Grinder Control Procedure established in accordance with Ts&Cs item 11.3, Operator read and understands procedure",There is opportunity for all team members using grinders to refamiliarize themselves with the speed rating requirements of the grinder.,
477327,7/10/2024 11:12,Stop When Uncertain,Questioning attitude,Staying too long at the intersection could have proved bad if a public driver did not perform good driving habits.,
479655,7/17/2024 13:30,Suspended Load/Overhead Work,"Employees protected from overhead loads, Equipment rated for the suspended load, Properly secured",The crew was using the outrigger lift jack as a tie off point to help support a section of the tower. This is not a correct tie off point and is not meant for this purpose. The site safety rep. was notified and had the issue corrected when the crew returned the next morning. The TCR was notified of the finding as well.,
11320,10/3/2019 10:00,Appropriate work area traffic control (Forestry),"Appropriate number of signs out, Flaggers compliant","[NAME] had two signs blow down, one [NAME] bound sign and one [NAME] bound sign on State Road 1 in Farmland IN. [NAME] also needed to set up a flagging operation or get their truck off the road. I spoke with everyone present about the improtance of traffic control.",
260097,7/21/2022 12:30,Housekeeping.,Waste disposed of at frequent intervals,A few areas of the station needed some minor housekeeping addressed. Notified crew foreman the areas of concern and housekeeping was performed to secure the jobsite.,
274685,9/7/2022 9:57,Tools/Equipment/Isolation,Barricades Present,The articulating manlift was in a small alley way where employees could walk through or possibly drive a cart through and the employees were accessing an area so they would not be able to see on coming employees. So I mentioned to the supervisor overseeing the job that it would be best if they were to barricade off around the manlift to prevent pedestrians or traffic from getting in the swing radius of the mewp.,
433932,2/5/2024 9:30,"Did you recognize additional slip, trip, or fall hazards that had not already been recognized and mitigated? If so, please select or describe these hazards in the At-Risk notes.","Other slip, trip, fall: please describe additional hazards","The contractor on site had electric cables from their temp and water pipes running across the road. [NAME] discussed the hazards, but failed to make them with cones as a visual reminder to prevent tripping.",
442057,3/5/2024 14:01,Complete job briefing given,Other - Job Briefing,"[NAME] had flaggers on this job and while they informed the flaggers where they were setting up and what was needed, they did not get them to sign the job briefing.",I will remind both my shops that the flaggers need to be part of the briefing and sign.
469072,6/6/2024 7:30,Correct work area traffic control,Other - Work Area Protection,RoadSafe traffic control signals turned off when they were connected to generator. RoadSafe law enforcement officers were in position to manage / direct traffic.,
52863,9/9/2020 8:31,Switching Order / Tagging (Hold Order/ Clearance),Other - Switching,[NAME] installed secondary conductor from transformer to secondary cabinet. Transformer was in loop - thru. The secondary cabinet had conductors running to a second newly installed transformer not yet energized. Eventually these transformers would be paralleled. Asked crew to isolate the newly installed transformer by standing off primary elbows and tagging transformers with the appropriate tags and information to protect form accidentally energizing and back feeding the secondary conductors not yet terminated.,
265232,8/2/2022 16:40,Housekeeping in order,Job site hazards,Found a nest of ground hornets. I dont know that this can be mitigated. 2 employees got stung. They were ok and refused treatment,
402937,10/11/2023 14:00,Emergency Action Plan,Other - Emergency Action Plan,Emergency Action Plan did not include contract information for Safety Management Group Representative assigned to the project. Contractor shall cooperate with Owner Representative ( s ) to modify and update any WSHP / EAP to accomplish the work.,
473699,6/11/2024 14:00,Switching Instructions,Switching steps were correct,"There was a switching step to match taps on regs, when we should have been matching secondary voltage. Dispatch was called, informed, and the SOS updated",
206364,1/20/2022 10:23,Circle of safety practices,Other - Circle of safety,No 360 device on the outside of the truck. Informed driver and he will get a new one at service center soon.,
213132,2/18/2022 10:55,Correct work area traffic control,"Appropriate number of signs out, Other - Work Area Protection, Signs out","[NAME] was working 5 ft from non curbed roadway which was not busy however they did not have proper road signs out nor wearing any vests. [NAME] another tailboard, reviewed work area protection, coached crew and then proceeded to install proper signage and traffic vests before proceeding.",
303894,11/16/2022 9:00,Opportunities To be More Effective,Specify Your Own Value in Notes Section,"We discussed opportunities to improve the schedule process ( baselining, updating ) and how we could include those opportunities in the coming year.",
467572,6/4/2024 13:29,Cell phone policy followed / Attentive Driving Guideline,Other - Cell Phone,We discussed the importance of putting our cell phones away so that they do not become a distraction during driving.,
125295,7/16/2021 14:45,Barricades around truck when required,"Blanket set out, Proper barricade",1 bucket truck was missing blanket and danger signs were missing on barricade rope. This was brought up to Lead used it as a coaching opportunity.,
74453,1/20/2021 16:03,Qualified observer,Observer engagement,"CREW FOREMAN WAS LISTED AS Q. O. BUT THERE WERE CREW MEMBERS WORKING AT DIFFERENT LOCATIONS, ONE SET WAS NOT IN PRIMARY ZONE AND THE OTHER WAS. FOREMAN WAS WITH THE MEMBERS WHO WERE NOT IN THE PRIMARY ZONE AND NOT WITH THE ONE WHO WAS, EVEN THOUGH HE WAS LISTED AS THE Q. O.. I EXPLAINED THAT HE NEEDED TO STAY WITH THE CREW MEMBER IN THE PRIMARY ZONE UNTIL THE TASK WAS COMPLETE OR HAVE HIM COME DOWN OUT OF THE PRIMARY ZONE UNTIL THE Q. O. WAS ABLE TO RE - ENGAGE. HE UNDERSTOOD AND COMPLIED.",
22926,2/27/2020 7:15,Vehicle Set-up Correct,Wheel chocks used,[NAME] chocks were not used. Spoke with the employee about the important to put will chalks down on all trucks.,
59288,10/10/2020 14:15,Personal Safety,Other - Personal Safety,"While on storm restoration PVDs are required to be ready, worn and active. No crew members were wearing PVD",
335646,3/27/2023 7:30,Complete job briefing given,Job briefing conducted and documented,A pre job brief was conducted but not on the newest tailboard. I gave them copies and the troublemen will sit in on a couple of the crews safer discussions in the mornings.,
